column_name,use,description,data_type,num_missing_values,num_unique_values
ST290Q05WA,,How confident in math tasks: Solving an equation like 6x[sup]2[/sup]+5=29,numeric,2938,5
ST290Q06WA,,"How confident in math tasks: Finding the actual distance between two places on a map with a 1?10,000 scale",numeric,2981,5
ST290Q07WA,,How confident in math tasks: Solving an equation like 2(x+3) = (x+3)(x-3),numeric,2976,5
ST290Q08WA,,How confident in math tasks: Calculating the power consumption of an electronic appliance per week,numeric,2985,5
ST290Q09WA,,How confident in math tasks: Solving an equation like 3x+5=17,numeric,2982,5
ST291Q01JA,,"How confident in math tasks: Extracting mathematical information from diagrams, graphs, or simulations",numeric,3337,5
ST291Q02JA,,How confident in math tasks: Interpreting mathematical solutions in the context of a real-life challenge,numeric,3329,5
ST291Q03JA,,How confident in math tasks: Using the concept of statistical variation to make a decision,numeric,3341,5
ST291Q04JA,,How confident in math tasks: Identifying mathematical aspects of a real-world problem,numeric,3353,5
ST291Q05JA,,How confident in math tasks: Identifying constraints and assumptions behind mathematical modelling,numeric,3376,5
ST291Q06JA,,"How confident in math tasks: Representing a situation mathematically using variables, symbols, or diagrams",numeric,3348,5
ST291Q07JA,,How confident in math tasks: Evaluating the significance of observed patterns in data,numeric,3324,5
ST291Q08JA,,How confident in math tasks: Coding/programming computers,numeric,3320,5
ST291Q09JA,,"How confident in math tasks: Working with computer mathematics systems (e.g. spreadsheets, programming software, graphing calculators)",numeric,3343,5
ST291Q10JA,,How confident in math tasks: Calculating the properties of an irregularly shaped object,numeric,3399,5
ST289Q01WA,,How familiar are you with the following mathematical terms: Divisor,numeric,3859,6
ST289Q02JA,,How familiar are you with the following mathematical terms: Area of a circle,numeric,3774,6
ST289Q03WA,,How familiar are you with the following mathematical terms: [Subjunctive scaling],numeric,3945,6
ST289Q04JA,,How familiar are you with the following mathematical terms: Congruent figures,numeric,3909,6
ST289Q05WA,,How familiar are you with the following mathematical terms: Linear equation,numeric,3895,6
ST289Q06JA,,How familiar are you with the following mathematical terms: Pythagorean theorem,numeric,3907,6
ST289Q07JA,,How familiar are you with the following mathematical terms: Linear inequalities,numeric,3863,6
ST289Q08WA,,How familiar are you with the following mathematical terms: Complex number,numeric,3884,6
ST289Q09WA,,How familiar are you with the following mathematical terms: Exponential function,numeric,3865,6
ST289Q10WA,,How familiar are you with the following mathematical terms: Probability,numeric,3937,6
ST289Q11WA,,How familiar are you with the following mathematical terms: [Declarative fraction],numeric,3950,6
ST289Q14JA,,How familiar are you with the following mathematical terms: 3-dimensional geometry,numeric,3909,6
ST293Q01JA,,"This school year, how often: I actively participated in group discussions during mathematics class.",numeric,3036,6
ST293Q02JA,,"This school year, how often: I paid attention when my mathematics teacher was speaking.",numeric,3028,6
ST293Q03JA,,"This school year, how often: I put effort into my assignments for mathematics class.",numeric,2983,6
ST293Q04JA,,"This school year, how often: I gave up when I did not understand the mathematics material that was being taught.",numeric,3001,6
ST293Q05JA,,"This school year, how often: I made time to learn the material for mathematics class.",numeric,2921,6
ST293Q06JA,,"This school year, how often: I asked questions when I did not understand the mathematics material that was being taught.",numeric,2933,6
ST293Q07JA,,"This school year, how often: I lost interest during mathematics lessons.",numeric,2998,6
ST293Q08JA,,"This school year, how often:  I tried to connect new material to what I have learned in previous mathematics lessons.",numeric,2919,6
ST293Q09JA,,"This school year, how often: I started my work on mathematics assignments right away.",numeric,3051,6
ST292Q01JA,,Agree/disagree: I often worry that it will be difficult for me in mathematics classes.,numeric,1198,5
ST292Q02JA,,Agree/disagree: I get very tense when I have to do mathematics homework.,numeric,1187,5
ST292Q03JA,,Agree/disagree: I get very nervous doing mathematics problems.,numeric,1183,5
ST292Q04JA,,Agree/disagree: I feel helpless when doing a mathematics problem.,numeric,1186,5
ST292Q05JA,,Agree/disagree: I worry that I will get poor [marks] in mathematics.,numeric,1158,5
ST292Q06JA,,Agree/disagree: I feel anxious about failing in mathematics.,numeric,1118,5
ST297Q01JA,,[Additional math instruction] received: One-on-one tutoring with a person,numeric,61,3
ST297Q03JA,,[Additional math instruction] received: Internet or computer tutoring with a programme or application,numeric,61,3
ST297Q05JA,,[Additional math instruction] received: Video-recorded instruction by a person,numeric,61,3
ST297Q06JA,,[Additional math instruction] received: Small group study or practice (2 to 7 students),numeric,61,3
ST297Q07JA,,[Additional math instruction] received: Large group study or practice (8 or more students),numeric,61,3
ST297Q09JA,,[Additional math instruction] received: I do not participate in [additional mathematics instruction],numeric,61,3
ST334Q01JA,,How confident about doing: Coming up with creative ideas for school projects,numeric,6606,1
ST334Q02JA,,How confident about doing: Being creative,numeric,6606,1
ST334Q03JA,,How confident about doing: Telling creative stories,numeric,6606,1
ST334Q04JA,,How confident about doing: Expressing your ideas creatively,numeric,6606,1
ST334Q05JA,,How confident about doing: Making creative drawings,numeric,6606,1
ST334Q06JA,,How confident about doing: Thinking of many good ideas for science experiments,numeric,6606,1
ST334Q07JA,,How confident about doing: Inventing new things,numeric,6606,1
ST334Q08JA,,How confident about doing: Thinking of many ideas for solving disagreements with people,numeric,6606,1
ST334Q09JA,,How confident about doing: Addressing social problems like pollution,numeric,6606,1
ST334Q10JA,,How confident about doing: Coming up with many good ideas for helping people in need,numeric,6606,1
ST335Q01JA,,Agree/disagree: My teachers give me enough time to come up with creative solutions on assignments.,numeric,6606,1
ST335Q02JA,,Agree/disagree: My teachers value students' creativity.,numeric,6606,1
ST335Q03JA,,Agree/disagree: The activities we do in my classes help me think about new ways to solve problems.,numeric,6606,1
ST335Q05JA,,Agree/disagree: My mathematics assignments require me to come up with different solutions for a problem.,numeric,6606,1
ST335Q06JA,,Agree/disagree: My teachers encourage me to come up with original answers.,numeric,6606,1
ST335Q07JA,,"Agree/disagree: At school, I am given a chance to express my ideas.",numeric,6606,1
ST336Q01JA,,Agree/disagree: My friends are open to new ideas.,numeric,6606,1
ST336Q03JA,,Agree/disagree: My friends and I give one another feedback about our ideas.,numeric,6606,1
ST336Q04JA,,Agree/disagree: My friends and I encourage each other to come up with new ideas.,numeric,6606,1
ST336Q05JA,,Agree/disagree: My family encourages me to try new things.,numeric,6606,1
ST336Q06JA,,"Agree/disagree: At home, I am encouraged to use my imagination.",numeric,6606,1
ST336Q07JA,,Agree/disagree: Discussions I have at home help me come up with new ideas.,numeric,6606,1
ST337Q01JA,,"In your school, how often participate in: Art classes/activities (e.g. painting, drawing)",numeric,6606,1
ST337Q02JA,,"In your school, how often participate in: Creative writing classes/activities",numeric,6606,1
ST337Q03JA,,"In your school, how often participate in: Music classes/activities (e.g. chorus, band)",numeric,6606,1
ST337Q04JA,,"In your school, how often participate in: Debate [club]",numeric,6606,1
ST337Q05JA,,"In your school, how often participate in: Dramatics, theatre class/activities",numeric,6606,1
ST337Q06JA,,"In your school, how often participate in: Publications (e.g. newspaper, [yearbooks], literary magazine)",numeric,6606,1
ST337Q07JA,,"In your school, how often participate in: Science [club]",numeric,6606,1
ST337Q08JA,,"In your school, how often participate in: Computer programming classes/activities",numeric,6606,1
ST338Q01JA,,"Out of school, how often participate in: Art classes/activities (e.g. painting, drawing)",numeric,6606,1
ST338Q02JA,,"Out of school, how often participate in: Creative writing classes/activities",numeric,6606,1
ST338Q03JA,,"Out of school, how often participate in: Music classes/activities (e.g. chorus, band)",numeric,6606,1
ST338Q04JA,,"Out of school, how often participate in: Debate [club]",numeric,6606,1
ST338Q05JA,,"Out of school, how often participate in: Dramatics, theatre class/activities",numeric,6606,1
ST338Q06JA,,"Out of school, how often participate in: Publications (e.g. newspaper, [yearbooks], literary magazine)",numeric,6606,1
ST338Q07JA,,"Out of school, how often participate in: Science [club]",numeric,6606,1
ST338Q08JA,,"Out of school, how often participate in: Computer programming classes/activities",numeric,6606,1
ST339Q04JA,,"Agree/disagree: Creativity can only be expressed through the arts (e.g. drawing, music, or writing).",numeric,6606,1
ST339Q06JA,,Agree/disagree: It is possible to be creative in nearly any subject.,numeric,6606,1
ST340Q01JA,,Agree/disagree: Doing something creative satisfies me.,numeric,6606,1
ST340Q02JA,,Agree/disagree: I am very creative.,numeric,6606,1
ST340Q03JA,,Agree/disagree: I like creating stories.,numeric,6606,1
ST340Q04JA,,Agree/disagree: I like games that challenge my creativity.,numeric,6606,1
ST340Q05JA,,Agree/disagree: I enjoy projects that require creative solutions.,numeric,6606,1
ST340Q06JA,,Agree/disagree: I enjoy thinking about new ways to solve problems.,numeric,6606,1
ST340Q07JA,,Agree/disagree: I enjoy solving complex problems.,numeric,6606,1
ST340Q08JA,,Agree/disagree: I like school work that is challenging.,numeric,6606,1
ST340Q09JA,,Agree/disagree: I can suggest several solutions to problems.,numeric,6606,1
ST340Q10JA,,Agree/disagree: I enjoy learning new things.,numeric,6606,1
ST341Q01JA,,Agree/disagree: I enjoy creating art.,numeric,6606,1
ST341Q02JA,,Agree/disagree: I enjoy artistic activities.,numeric,6606,1
ST341Q03JA,,Agree/disagree: I express myself through art.,numeric,6606,1
ST341Q04JA,,Agree/disagree: I reflect on movies I watch.,numeric,6606,1
ST341Q05JA,,Agree/disagree: I see beauty in everyday things.,numeric,6606,1
ST342Q01JA,,Agree/disagree: I have difficulty using my imagination.,numeric,6606,1
ST342Q02JA,,Agree/disagree: I often get lost in thought.,numeric,6606,1
ST342Q03JA,,Agree/disagree: Coming up with new ideas is satisfying to me.,numeric,6606,1
ST342Q04JA,,Agree/disagree: I have a good imagination.,numeric,6606,1
ST342Q06JA,,Agree/disagree: I would get bored doing the same thing every day.,numeric,6606,1
ST342Q07JA,,Agree/disagree: I like to be spontaneous.,numeric,6606,1
ST342Q08JA,,Agree/disagree: I would like to travel to places I have never been.,numeric,6606,1
ST300Q01JA,,How often parents/family member: Discuss how well you are doing at school.,numeric,3477,6
ST300Q02JA,,How often parents/family member: Eat [the main meal] with you.,numeric,3335,6
ST300Q03JA,,How often parents/family member: Spend time just talking with you.,numeric,3315,6
ST300Q04JA,,How often parents/family member: Talk to you about the importance of [completing ISCED 3].,numeric,3351,6
ST300Q05JA,,How often: parents/family member: Talk to you about any problems you might have at school.,numeric,3364,6
ST300Q06JA,,How often parents/family member: Ask you about how well you are getting along with other students at school.,numeric,3357,6
ST300Q07JA,,How often parents/family member: Encourage you to get good [marks].,numeric,3376,6
ST300Q08JA,,How often parents/family member: Take an interest in what you are learning at school.,numeric,3279,6
ST300Q09JA,,How often parents/family member: Talk to you about your future education.,numeric,3410,6
ST300Q10JA,,How often parents/family member: Ask you what you did in school that day.,numeric,3327,6
ST327Q01JA,,Which of the following qualifications do you expect to complete: [ISCED level 2],numeric,223,4
ST327Q02JA,,Which of the following qualifications do you expect to complete: [ISCED level 3.3],numeric,193,4
ST327Q03JA,,Which of the following qualifications do you expect to complete: [ISCED level 3.4],numeric,6606,1
ST327Q04JA,,Which of the following qualifications do you expect to complete: [ISCED level 4],numeric,265,4
ST327Q05JA,,Which of the following qualifications do you expect to complete: [ISCED level 5],numeric,410,4
ST327Q06JA,,Which of the following qualifications do you expect to complete: [ISCED level 6],numeric,226,4
ST327Q07JA,,Which of the following qualifications do you expect to complete: [ISCED level 7],numeric,404,4
ST327Q08JA,,Which of the following qualifications do you expect to complete: [ISCED level 8],numeric,593,4
ST330Q01WA,,"To learn about future study/work, have you: I did an internship.",numeric,3648,4
ST330Q02WA,,"To learn about future study/work, have you: I attended [job shadowing or work-site visits].",numeric,3669,4
ST330Q03WA,,"To learn about future study/work, have you: I visited a [job fair].",numeric,3563,4
ST330Q04WA,,"To learn about future study/work, have you: I spoke to a [career advisor] at my school.",numeric,3699,4
ST330Q05WA,,"To learn about future study/work, have you: I spoke to a [career advisor] outside of my school.",numeric,3637,4
ST330Q06WA,,"To learn about future study/work, have you: I completed a questionnaire to find out about my interests and abilities.",numeric,3671,4
ST330Q07WA,,"To learn about future study/work, have you: I researched the internet for information about careers.",numeric,3773,4
ST330Q08WA,,"To learn about future study/work, have you: I went to an organised tour in an [ISCED 3-7] institution.",numeric,3670,4
ST330Q09WA,,"To learn about future study/work, have you: I researched the internet for information about [ISCED 3-7] programmes.",numeric,3682,4
ST330Q11WA,,"To learn about future study/work, have you: I researched information on student financing (e.g. student loans or grants).",numeric,3676,4
ST330D10WA,,Have you done any of the following to find out about future study or types of work? <Country-specific item>,character,0,4
ST324Q02JA,,Agree/disagree: I worry that I am not prepared for life after [the final year of compulsory education].,numeric,2987,5
ST324Q04JA,,Agree/disagree: I feel well-informed about possible paths for me after [the final year of compulsory education].,numeric,3029,5
ST324Q05JA,,"Agree/disagree: I feel pressure from my family to follow a specific path (e.g. go to college, work in the family business, learn a trade) after [the final year of compulsory education].",numeric,3034,5
ST324Q07JA,,Agree/disagree: I worry that I won't have enough money to do what I'd like to do after [the final year of compulsory education].,numeric,2964,5
ST324Q10JA,,Agree/disagree: School has done little to prepare me for adult life when I leave school.,numeric,3027,5
ST324Q11JA,,Agree/disagree: School has been a waste of time.,numeric,3063,5
ST324Q12JA,,Agree/disagree: School has helped give me confidence to make decisions.,numeric,3051,5
ST324Q13JA,,Agree/disagree: School has taught me things which could be useful in a job.,numeric,2979,5
ST324Q14JA,,Agree/disagree: I feel well-prepared for my future path after [the final year of compulsory education].,numeric,2969,5
ST347Q01JA,,"In last 3 years, did school close because: Because of COVID-19",numeric,6606,1
ST347Q02JA,,"In last 3 years, did school close because: For another reason (e.g. a natural disaster, strikes or demonstrations, air pollution)",numeric,6606,1
ST348Q01JA,,"During COVID closures, how often: Sent you learning materials to study on your own",numeric,6606,1
ST348Q02JA,,"During COVID closures, how often: Sent you assignments",numeric,6606,1
ST348Q03JA,,"During COVID closures, how often: Uploaded material on a learning management system or school learning platform (e.g. [Blackboard®], [Edmodo®], [Moodle®], [Google® Classroom™])",numeric,6606,1
ST348Q04JA,,"During COVID closures, how often: Checked in with you to ensure that you were completing your assignments",numeric,6606,1
ST348Q05JA,,"During COVID closures, how often: Offered live virtual classes on a video communication program (e.g. Zoom™, Skype™, Google® Meet™, Microsoft® Teams)",numeric,6606,1
ST348Q06JA,,"During COVID closures, how often: Asked you to submit completed school assignments",numeric,6606,1
ST348Q07JA,,"During COVID closures, how often: Gave you helpful tips about how to study on your own",numeric,6606,1
ST348Q08JA,,"During COVID closures, how often: Checked in with you to ask how you were feeling",numeric,6606,1
ST349Q01JA,,"During COVID closures, which of the following digital devices did you use most often for your school work?",numeric,6606,1
ST350Q01JA,,"During COVID closures, how much learned compared to typical week of in person school?",numeric,6606,1
ST351Q01JA,,"During COVID closures, how often use: Paper textbooks, workbooks, or worksheets",numeric,6606,1
ST351Q02JA,,"During COVID closures, how often use: Digital textbooks, workbooks, or worksheets",numeric,6606,1
ST351Q03JA,,"During COVID closures, how often use: Real-time lessons by a teacher from my school on a video communication program (e.g. ZoomTM, SkypeTM, Google® Meet™, Microsoft® Teams)",numeric,6606,1
ST351Q04JA,,"During COVID closures, how often use: Real time lessons by a private tutor on a video communication program (e.g. Zoom™, Skype™, Google® Meet™, Microsoft® Teams)",numeric,6606,1
ST351Q05JA,,"During COVID closures, how often use: Learning material my teachers sent via SMS or WhatsApp™",numeric,6606,1
ST351Q06JA,,"During COVID closures, how often use: Recorded lessons or other digital material provided by teachers from my school",numeric,6606,1
ST351Q07JA,,"During COVID closures, how often use: Recorded lessons or other digital material from other sources (e.g. Khan Academy®, Coursera®)",numeric,6606,1
ST351Q08JA,,"During COVID closures, how often use: Lessons broadcast over television or radio",numeric,6606,1
ST352Q01JA,,"During COVID closures, how often problems with: Problems with access to a digital device when I needed it",numeric,6606,1
ST352Q02JA,,"During COVID closures, how often problems with: Problems with Internet access",numeric,6606,1
ST352Q03JA,,"During COVID closures, how often problems with: Problems with access to school supplies (e.g. paper, pencil)",numeric,6606,1
ST352Q04JA,,"During COVID closures, how often problems with: Problems with finding a quiet place to study",numeric,6606,1
ST352Q05JA,,"During COVID closures, how often problems with: Problems finding time to study because I had household responsibilities",numeric,6606,1
ST352Q06JA,,"During COVID closures, how often problems with: Problems with motivating myself to do school work",numeric,6606,1
ST352Q07JA,,"During COVID closures, how often problems with: Problems with understanding my school assignments",numeric,6606,1
ST352Q08JA,,"During COVID closures, how often problems with: Problems with finding someone who could help me with my school work",numeric,6606,1
ST353Q01JA,,"During COVID closures, how often did family member: Help you with your school work",numeric,6606,1
ST353Q02JA,,"During COVID closures, how often did family member: Ask you what you were learning",numeric,6606,1
ST353Q03JA,,"During COVID closures, how often did family member: Help you create a learning schedule",numeric,6606,1
ST353Q04JA,,"During COVID closures, how often did family member: Help you access learning materials online",numeric,6606,1
ST353Q05JA,,"During COVID closures, how often did family member: Check whether you were completing your school assignments",numeric,6606,1
ST353Q06JA,,"During COVID closures, how often did family member: Explain new content to you",numeric,6606,1
ST353Q07JA,,"During COVID closures, how often did family member: Help you find additional learning resources",numeric,6606,1
ST353Q08JA,,"During COVID closures, how often did family member: Teach you additional topics not part of your school assignments",numeric,6606,1
ST354Q01JA,,"During COVID closures, agree/disagree: I felt lonely.",numeric,6606,1
ST354Q02JA,,"During COVID closures, agree/disagree: I enjoyed learning by myself.",numeric,6606,1
ST354Q03JA,,"During COVID closures, agree/disagree: My teachers were available when I needed help (e.g. through virtual office hours, email, chat).",numeric,6606,1
ST354Q04JA,,"During COVID closures, agree/disagree: I felt anxious about school work.",numeric,6606,1
ST354Q05JA,,"During COVID closures, agree/disagree: I was motivated to learn.",numeric,6606,1
ST354Q06JA,,"During COVID closures, agree/disagree: I fell behind in my school work.",numeric,6606,1
ST354Q07JA,,"During COVID closures, agree/disagree: I improved my skills in using digital devices for learning purposes.",numeric,6606,1
ST354Q08JA,,"During COVID closures, agree/disagree: My teachers were well prepared to provide instruction remotely.",numeric,6606,1
ST354Q09JA,,"During COVID closures, agree/disagree: I was well prepared to learn on my own.",numeric,6606,1
ST354Q10JA,,"During COVID closures, agree/disagree: I missed sports and other physical activities organised by my school.",numeric,6606,1
ST355Q01JA,,"Confident can do in future: Using a learning management system or school learning platform (e.g. Blackboard®, Edmodo®, Moodle®, Google® Classroom™)",numeric,6606,1
ST355Q02JA,,"Confident can do in future: Using a video communication program (e.g. Zoom™, Skype™, Google® Meet™, Microsoft® Teams)",numeric,6606,1
ST355Q03JA,,Confident can do in future: : Finding learning resources online on my own,numeric,6606,1
ST355Q04JA,,Confident can do in future: Planning when to do school work on my own,numeric,6606,1
ST355Q05JA,,Confident can do in future: Motivating myself to do school work,numeric,6606,1
ST355Q06JA,,Confident can do in future: Focusing on school work without reminders,numeric,6606,1
ST355Q07JA,,Confident can do in future: Completing school work independently,numeric,6606,1
ST355Q08JA,,Confident can do in future: Assessing my progress with learning,numeric,6606,1
ST356Q01JA,,"Overall, how prepared feel for learning on own if school building closed again for extended period the future?",numeric,6606,1
ST331Q01JA,,How much effort did you put into doing well on the PISA test?,numeric,134,11
ST331Q02JA,,How much effort would you have invested if your results from the PISA test were counted in your [school marks]?,numeric,126,11
ST331Q03JA,,How much effort did you put into giving accurate answers?,numeric,125,11
FL150Q01TA,,"Have you learned to manage money in a course: At school, in a subject or course specifically about managing your money",numeric,6606,1
FL150Q02TA,,Have you learned to manage money in a course: At school as part of another subject or course,numeric,6606,1
FL150Q03TA,,Have you learned to manage money in a course: In an activity outside school,numeric,6606,1
FL164Q01HA,,"In school lessons in last 12 months, have you heard of or learnt about: Interest payment",numeric,6606,1
FL164Q02HA,,"In school lessons in last 12 months, have you heard of or learnt about: Compound interest",numeric,6606,1
FL164Q03HA,,"In school lessons in last 12 months, have you heard of or learnt about: Exchange rate",numeric,6606,1
FL164Q04HA,,"In school lessons in last 12 months, have you heard of or learnt about: Depreciation",numeric,6606,1
FL164Q05HA,,"In school lessons in last 12 months, have you heard of or learnt about: Shares/stocks",numeric,6606,1
FL164Q06HA,,"In school lessons in last 12 months, have you heard of or learnt about: Return on investment",numeric,6606,1
FL164Q07HA,,"In school lessons in last 12 months, have you heard of or learnt about: Dividend",numeric,6606,1
FL164Q08HA,,"In school lessons in last 12 months, have you heard of or learnt about: Diversification",numeric,6606,1
FL164Q09HA,,"In school lessons in last 12 months, have you heard of or learnt about: Debit card",numeric,6606,1
FL164Q10HA,,"In school lessons in last 12 months, have you heard of or learnt about: Bank loan",numeric,6606,1
FL164Q11HA,,"In school lessons in last 12 months, have you heard of or learnt about: Pension plan",numeric,6606,1
FL164Q12HA,,"In school lessons in last 12 months, have you heard of or learnt about: Budget",numeric,6606,1
FL164Q13HA,,"In school lessons in last 12 months, have you heard of or learnt about: Wage",numeric,6606,1
FL164Q14HA,,"In school lessons in last 12 months, have you heard of or learnt about: Entrepreneur",numeric,6606,1
FL164Q15HA,,"In school lessons in last 12 months, have you heard of or learnt about: Central bank",numeric,6606,1
FL164Q16HA,,"In school lessons in last 12 months, have you heard of or learnt about: Income tax",numeric,6606,1
FL166Q01HA,,"In school, how often encountered: Describing the purpose and uses of money",numeric,6606,1
FL166Q02HA,,"In school, how often encountered: Exploring the difference between spending money on needs and wants",numeric,6606,1
FL166Q03HA,,"In school, how often encountered: Exploring ways of planning to pay an expense",numeric,6606,1
FL166Q05HA,,"In school, how often encountered: Discussing the rights of consumers when dealing with financial institutions",numeric,6606,1
FL166Q06HA,,"In school, how often encountered: Discussing the ways in which money invested in the stock market changes value over time",numeric,6606,1
FL166Q07HA,,"In school, how often encountered: Analysing advertisements to understand how they encourage people to buy things",numeric,6606,1
FL174Q01JA,,Encountered these during: During your mathematics class,numeric,6606,1
FL174Q02JA,,Encountered these during: During classes about social sciences ([national example]),numeric,6606,1
FL174Q03JA,,Encountered these during: During classes about citizenship ([civic education or 'the world around me' or other national example]),numeric,6606,1
FL174Q04JA,,Encountered these during: During classes about economics or business,numeric,6606,1
FL174Q05JA,,Encountered these during: During another class,numeric,6606,1
FL174Q06JA,,Encountered these during: During a one-off lesson or activity in school time from an outside visitor (not one of your teachers),numeric,6606,1
FL174Q07JA,,Encountered these during: During extra-curricular activity outside of school time,numeric,6606,1
FL167Q01HA,,How often discuss with parents/guardians/relatives: Your spending decisions,numeric,6606,1
FL167Q02HA,,How often discuss with parents/guardians/relatives: Your savings decisions,numeric,6606,1
FL167Q06JA,,How often discuss with parents/guardians/relatives: How to use your allowance or pocket money,numeric,6606,1
FL167Q03HA,,How often discuss with parents/guardians/relatives: The family budget,numeric,6606,1
FL167Q04HA,,How often discuss with parents/guardians/relatives: Money for things you want to buy,numeric,6606,1
FL167Q05HA,,How often discuss with parents/guardians/relatives: News related to economics or finance,numeric,6606,1
FL167Q07JA,,How often discuss with parents/guardians/relatives: Shopping online,numeric,6606,1
FL170Q01JA,,"In last 12 months, how often get money from: An allowance or pocket money for doing chores at home",numeric,6606,1
FL170Q02JA,,"In last 12 months, how often get money from: An allowance or pocket money, without having to do any chores",numeric,6606,1
FL170Q03JA,,"In last 12 months, how often get money from: Working outside school hours (e.g. a holiday job, part-time work)",numeric,6606,1
FL170Q04JA,,"In last 12 months, how often get money from: Working in a family business",numeric,6606,1
FL170Q05JA,,"In last 12 months, how often get money from: Occasional informal jobs (e.g. baby-sitting or gardening)",numeric,6606,1
FL170Q06JA,,"In last 12 months, how often get money from: Gifts from friends or relatives",numeric,6606,1
FL170Q07JA,,"In last 12 months, how often get money from: Selling things (e.g. at local markets or on [eBay])",numeric,6606,1
FL159Q01HA,,Agree/disagree: I can decide independently what to spend my money on.,numeric,6606,1
FL159Q02HA,,"Agree/disagree: I can spend small amounts of my money independently, but for larger amounts I need to ask my parents or guardians for permission.",numeric,6606,1
FL159Q03HA,,Agree/disagree: I need to ask my parents or guardians for permission before I spend any money on my own.,numeric,6606,1
FL159Q04HA,,Agree/disagree: I am responsible for my own money matters (e.g. for preventing theft).,numeric,6606,1
FL160Q01HA,,"When buying product, how often: Compare prices in different shops",numeric,6606,1
FL160Q02HA,,"When buying product, how often: Compare prices between a shop and an online shop",numeric,6606,1
FL160Q03HA,,"When buying product, how often: Buy the product without comparing prices",numeric,6606,1
FL160Q04HA,,"When buying product, how often: Wait until the product gets cheaper before buying it",numeric,6606,1
FL161Q01HA,,"Do you have any of the following things: An account with a [bank, building society, post office or credit union]",numeric,6606,1
FL161Q02HA,,Do you have any of the following things: A payment card/debit card,numeric,6606,1
FL161Q03HA,,Do you have any of the following things: A mobile app to access your account,numeric,6606,1
FL162Q01HA,,How confident would you feel about: Making a money transfer (e.g. paying a bill),numeric,6606,1
FL162Q02HA,,How confident would you feel about: Filling in forms at the bank,numeric,6606,1
FL162Q03HA,,How confident would you feel about: Understanding bank statements,numeric,6606,1
FL162Q04HA,,How confident would you feel about: Understanding a sales contract,numeric,6606,1
FL162Q05HA,,How confident would you feel about: Keeping track of my account balance,numeric,6606,1
FL162Q06HA,,How confident would you feel about: Planning my spending with consideration of my current financial situation,numeric,6606,1
FL163Q01HA,,Confident use digital device to: Transferring money,numeric,6606,1
FL163Q02HA,,Confident use digital device to: Keeping track of my balance,numeric,6606,1
FL163Q03HA,,Confident use digital device to: Paying with a debit card instead of using cash,numeric,6606,1
FL163Q04HA,,Confident use digital device to: Paying with a mobile device (e.g. mobile phone or tablet) instead of using cash,numeric,6606,1
FL163Q05HA,,Confident use digital device to: Ensuring the safety of sensitive information when making an electronic payment or using online banking,numeric,6606,1
FL171Q01JA,,How often: Checked that you were given the right change when you bought something with cash,numeric,6606,1
FL171Q02JA,,How often:  Felt that you did not have enough money for something you wanted to buy,numeric,6606,1
FL171Q03JA,,How often: Bought something online (alone or with a family member),numeric,6606,1
FL171Q04JA,,How often: Made a payment using a smartphone (i.e. mobile phone with Internet access),numeric,6606,1
FL171Q05JA,,How often: Made a payment using a bank card (e.g. [debit card]),numeric,6606,1
FL171Q07JA,,How often: Bought something that cost more money than you intended to spend,numeric,6606,1
FL171Q08JA,,How often:  Checked how much money you have,numeric,6606,1
FL171Q09JA,,How often:  Bought something because your friends have it,numeric,6606,1
FL171Q10JA,,How often: Sent money to other people with a smartphone (i.e. mobile phone with Internet access),numeric,6606,1
FL171Q11JA,,"How often: Saved money in an account at a [bank, online bank, building society, post office or credit union]",numeric,6606,1
FL171Q12JA,,How often: Saved money at home,numeric,6606,1
FL169Q01HA,,Agree/disagree:  I enjoy talking about money matters.,numeric,6606,1
FL169Q05JA,,Agree/disagree:  I know how to manage my money.,numeric,6606,1
FL169Q02HA,,Agree/disagree:  Young people should make their own decisions about how to spend their money.,numeric,6606,1
FL169Q06JA,,Agree/disagree:  I buy things according to how I feel at the moment.,numeric,6606,1
FL169Q07JA,,Agree/disagree:  Saving is something I do only if I have money left over.,numeric,6606,1
FL169Q03HA,,Agree/disagree:  Money matters are not relevant for me right now.,numeric,6606,1
FL169Q04HA,,Agree/disagree:  I would like to run my own business in the future.,numeric,6606,1
FL169Q08JA,,Agree/disagree:  I am able to work effectively towards long-term goals.,numeric,6606,1
FL169Q10JA,,Agree/disagree:  I make savings goals for certain things I want to buy or to do.,numeric,6606,1
FL169Q11JA,,Agree/disagree:  It is easier to monitor my spending when I pay by cash than when I pay with a bank card.,numeric,6606,1
FL172Q01JA,,Agree/disagree: My friends have a strong influence on my spending decisions.,numeric,6606,1
FL172Q03JA,,Agree/disagree: I want to keep up with my friends' life style.,numeric,6606,1
FL172Q05JA,,Agree/disagree: Sometimes I spend more than I would like when I am with my friends.,numeric,6606,1
FL172Q06JA,,Agree/disagree: I often buy what my friends recommend.,numeric,6606,1
IC170Q01JA,,How often use at school: Desktop or laptop computer,numeric,151,7
IC170Q02JA,,How often use at school: Smartphone (i.e. mobile phone with internet access),numeric,149,7
IC170Q03JA,,"How often use at school: [Tablet device] (e.g. [iPad®], [Galaxy Book®],) or [e-book reader] (e.g. [Amazon Kindle™], [Kobo®])",numeric,137,7
IC170Q04JA,,How often use at school: Internet access (except on smartphones),numeric,154,7
IC170Q05JA,,"How often use at school: School portal (to consult timetable, absences, etc.)",numeric,158,7
